Country,Year,Total_weight_kg,availability_of_metro,lines,stations,annual_ridership_mill,Population_eating_chocolate,Cost_kg_USD,Urban_population,Lifetime,GDP_USD,Inflation,kg_per_person,kg_per_GDP
Albania,1996,273411.0,No,,,,1557925.0,6.214,39.473,74.113,985.82,12.7254778087103,0.1755,277.3437
Albania,1997,222897.0,No,,,,1550237.0,6.214,40.035,73.383,688.82,33.1802743753956,0.1438,323.5925
Albania,1998,243309.0,No,,,,1540864.0,6.214,40.601,74.357,795.88,20.6428588670596,0.1579,305.7107
Albania,1999,420293.0,No,,,,1530526.0,6.214,41.169,74.568,1010.37,0.389437653561617,0.2746,415.9793
Albania,2000,303615.0,No,,,,1519751.0,6.214,41.741,74.826,1101.52,0.0500181363468309,0.1998,275.6328
Albania,2001,479065.0,No,,,,1511013.0,6.214,42.435,75.083,1247.45,3.10758827031434,0.317,384.0354
Albania,2002,1086199.0,No,,,,1504364.0,6.214,43.501,75.299,1389.83,7.77052583431552,0.722,781.5337
Albania,2003,590571.0,No,,,,1496682.0,6.214,44.573,75.557,1783.61,0.48400261181847,0.3946,331.1099
Albania,2004,799633.0,No,,,,1487355.0,6.214,45.651,75.951,2316.17,2.28001916938101,0.5376,345.2393
Albania,2005,855813.0,No,,,,1476556.0,6.214,46.731,76.427,2617.58,2.36658195679796,0.5796,326.9482
Albania,2006,946516.0,No,,,,1464388.0,6.214,47.815,76.994,2915.97,2.37072831904282,0.6464,324.5973
Albania,2007,828981.0,No,,,,1450986.0,6.214,48.902,77.691,3532.16,2.93268248162323,0.5713,234.6952
Albania,2008,702131.0,No,,,,1436606.0,6.214,49.991,78.248,4303.93,3.32087090389264,0.4887,163.1372
Albania,2009,613354.0,No,,,,1421510.0,6.214,51.076,78.509,4066.96,2.26692209450831,0.4315,150.8139
Albania,2010,814197.0,No,,,,1405787.0,6.214,52.163,78.414,4072.38,3.62604695579816,0.5792,199.9315
Albania,2011,846461.0,No,,,,1397522.0,6.214,53.247,78.303,4427.51,3.42912324722163,0.6057,191.1822
Albania,2012,785923.0,No,,,,1396802.0,6.214,54.33,78.084,4233.61,2.03159268395301,0.5627,185.639
Albania,2013,1040476.0,No,,,,1395635.0,6.214,55.387,77.995,4394.11,1.93762080205229,0.7455,236.7888
Albania,2014,1244597.0,No,,,,1393800.0,6.214,56.423,78.029,4555.52,1.6258650440261,0.893,273.2064
Albania,2015,1426091.0,No,,,,1391343.0,6.214,57.434,78.358,3928.36,1.89617402592365,1.025,363.0245
Albania,2016,1537674.0,No,,,,1390976.0,6.214,58.421,78.643,4093.08,1.2754316836741,1.1055,375.6765
Algeria,1996,4361655.0,No,,,,10161565.0,8.576,56.774,68.219,1613.21,18.6790758601749,0.4292,2703.7119
Algeria,1997,1448022.0,No,,,,10352755.0,8.576,57.544,68.859,1625.07,5.73352275357187,0.1399,891.0521
Algeria,1998,224693.0,No,,,,10518947.0,8.576,58.313,69.327,1599.75,4.95016163793114,0.0214,140.4551
Algeria,1999,83888.0,No,,,,10666024.0,8.576,59.118,70.088,1592.52,2.64551113392799,0.0079,52.6763
Algeria,2001,302260.0,No,,,,10965928.0,8.576,60.712,71.025,1757.25,4.22598834854673,0.0276,172.0074
Algeria,2002,1756167.0,No,,,,11112792.0,8.576,61.501,71.644,1789.53,1.41830192345051,0.158,981.3566
Algeria,2003,2366023.0,No,,,,11261536.0,8.576,62.284,71.906,2109.16,4.268953958395,0.2101,1121.7845
Algeria,2004,4000558.0,No,,,,11419900.0,8.576,63.061,72.536,2615.29,3.96180030257187,0.3503,1529.6805
Algeria,2005,3915318.0,No,,,,11588237.0,8.576,63.83,72.836,3116.9,1.38244656662118,0.3379,1256.1577
Algeria,2006,5792887.0,No,,,,11768227.0,8.576,64.593,73.116,3480.52,2.31149918514424,0.4922,1664.374
Algeria,2007,9146161.0,No,,,,11966296.0,8.576,65.348,73.346,3947.92,3.67899574741699,0.7643,2316.7037
Algeria,2008,10106897.0,No,,,,12185936.0,8.576,66.097,73.618,4911.42,4.85859062814939,0.8294,2057.836
Algeria,2009,13183364.0,No,,,,12421656.0,8.576,66.826,73.871,3866.14,5.73706036145628,1.0613,3409.9551
Algeria,2010,16741258.0,No,,,,12665883.0,8.576,67.54,74.144,4454.69,3.91106195534028,1.3218,3758.1196
Algeria,2011,19211047.0,Yes,1,19,2.4,12916182.0,8.576,68.236,74.383,5420.08,4.5242115050527,1.4874,3544.4213
Algeria,2012,14387606.0,Yes,1,19,2.4,13176158.0,8.576,68.915,74.609,5553.26,8.89145091062317,1.0919,2590.8396
Algeria,2013,15316035.0,Yes,1,19,2.4,13444960.0,8.576,69.576,74.809,5460.35,3.25423910998847,1.1392,2804.9548
Algeria,2014,16965133.0,Yes,1,19,2.4,13721761.0,8.576,70.221,74.992,5453.64,2.91692692067458,1.2364,3110.7908
Algeria,2015,10983088.0,Yes,1,19,2.4,14006835.0,8.576,70.848,75.159,4147.45,4.78444700693889,0.7841,2648.1544
Algeria,2016,10542453.0,Yes,1,19,2.4,14297752.0,8.576,71.459,75.31,3917.54,6.39769480268757,0.7374,2691.0901
Andorra,1996,726587.0,No,,,,55666.0,9.812,93.425,81.009,24205.86,,13.0526,30.017
Andorra,1997,684264.0,No,,,,56289.0,9.812,93.18,81.145,23089.84,,12.1563,29.6349
Andorra,1998,664323.0,No,,,,56882.0,9.812,92.927,81.28,23454.89,,11.679,28.3234
Andorra,1999,775656.0,No,,,,57168.0,9.812,92.666,81.55,23883.56,,13.568,32.4766
Andorra,2000,874014.0,No,,,,57146.0,9.812,92.395,81.863,21810.2,,15.2944,40.0736
Andorra,2001,812253.0,No,,,,57291.0,9.812,92.056,82.162,23511.31,,14.1777,34.5473
Andorra,2002,801105.0,No,,,,57860.0,9.812,91.641,82.448,26528.18,,13.8456,30.1983
Andorra,2003,724535.0,No,,,,60453.0,9.812,91.207,82.718,34063.82,,11.9851,21.2699
Andorra,2004,907598.0,No,,,,64663.0,9.812,90.751,82.815,39021.06,,14.0358,23.2592
Andorra,2006,822355.0,No,,,,69239.0,9.812,89.807,83.374,43466.89,,11.877,18.9191
Andorra,2007,750406.0,No,,,,71233.0,9.812,89.308,83.632,48335.9,,10.5345,15.5248
Andorra,2008,812211.0,No,,,,72641.0,9.812,89.004,83.855,49132.83,,11.1812,16.5309
Andorra,2009,718016.0,No,,,,72983.0,9.812,88.912,84.1,43974.99,,9.8381,16.3278
Andorra,2010,817099.0,No,,,,70214.0,9.812,88.819,84.197,42746.86,,11.6373,19.1148
Andorra,2011,779792.0,No,,,,67671.0,9.812,88.726,84.296,46657.18,,11.5233,16.7132
Andorra,2012,735315.0,No,,,,66846.0,9.812,88.631,84.334,41500.48,,11.0001,17.7182
Andorra,2013,783561.0,No,,,,65419.0,9.812,88.537,84.406,42470.57,,11.9776,18.4495
Andorra,2014,842911.0,No,,,,64151.0,9.812,88.441,84.485,44369.67,,13.1395,18.9975
Angola,2007,3654953.0,No,,,,6441354.0,8.842,57.524,54.2,3141.05,12.2514974459487,0.5674,1163.6087
Angola,2009,1693669.0,No,,,,6948580.0,8.842,59.034,56.225,3136.65,13.7302839288408,0.2437,539.9611
Angola,2010,1072636.0,No,,,,7221396.0,8.842,59.783,57.242,3597.34,14.4696564932577,0.1485,298.1748
Angola,2011,6355242.0,No,,,,7507689.0,8.842,60.528,58.093,4615.91,13.4824679218511,0.8465,1376.8124
Angola,2012,4212445.0,No,,,,7804992.0,8.842,61.268,58.916,5086.03,10.2779049218839,0.5397,828.2383
Angola,2013,7986548.0,No,,,,8111342.0,8.842,62.002,59.705,5224.79,8.77781429332624,0.9846,1528.5874
Angola,2014,9954197.0,No,,,,8419838.0,8.842,62.731,60.396,5364.8,7.28038730361121,1.1822,1855.4647
Angola,2015,2009115.0,No,,,,8728917.0,8.842,63.446,61.042,4126.52,9.35597215533784,0.2302,486.8788
Antigua and Barbuda,1999,13038.0,No,,,,50093.0,8.666,32.49,74.456,10400.93,1.12128789571146,0.2603,1.2535
Antigua and Barbuda,2000,3448.0,No,,,,50940.0,8.666,32.127,74.819,10463.44,0.77177979690018,0.0677,0.3295
Antigua and Barbuda,2005,6901.0,No,,,,54135.0,8.666,29.218,75.364,12749.34,2.09875196709308,0.1275,0.5413
Antigua and Barbuda,2006,12210.0,No,,,,54811.0,8.666,28.606,75.506,14255.2,1.78778537419121,0.2228,0.8565
Antigua and Barbuda,2007,7854.0,No,,,,55559.0,8.666,28.002,75.72,16324.47,1.41605259409741,0.1414,0.4811
Antigua and Barbuda,2009,18672.0,No,,,,57238.0,8.666,26.818,76.386,15673.55,-0.550159995508914,0.3262,1.1913
Antigua and Barbuda,2010,8468.0,No,,,,58018.0,8.666,26.238,76.701,14808.81,3.37002540220148,0.146,0.5718
Antigua and Barbuda,2011,7949.0,No,,,,58706.0,8.666,25.703,77.023,14843.64,3.4567496723461,0.1354,0.5355
Antigua and Barbuda,2012,5456.0,No,,,,59337.0,8.666,25.526,77.1,15207.85,3.37688044338874,0.0919,0.3588
Antigua and Barbuda,2013,8030.0,No,,,,59884.0,8.666,25.35,77.05,15052.1,1.05949782356169,0.1341,0.5335
Antigua and Barbuda,2014,11315.0,No,,,,60360.0,8.666,25.175,76.912,15534.15,1.08944157435355,0.1875,0.7284
Antigua and Barbuda,2015,7724.0,No,,,,60798.0,8.666,25.0,76.892,16080.91,0.968993458825638,0.127,0.4803
Antigua and Barbuda,2016,13878.0,No,,,,61179.0,8.666,24.846,76.968,16557.14,-0.489437796230499,0.2268,0.8382
Argentina,1996,1930086.0,Yes,7,104,1.3,23083965.0,5.974,88.366,73.056,8307.5,,0.0836,232.3305
Argentina,1997,1817286.0,Yes,7,104,1.3,23366064.0,5.974,88.564,73.407,8833.16,,0.0778,205.7345
Argentina,1998,1611729.0,Yes,7,104,1.3,23642359.0,5.974,88.759,73.412,8911.45,,0.0682,180.8605
Argentina,1999,1453098.0,Yes,7,104,1.3,23916543.0,5.974,88.952,73.683,8354.74,,0.0608,173.925
Argentina,2000,2110114.0,Yes,7,104,1.3,24189090.0,5.974,89.142,73.91,8280.44,,0.0872,254.8311
Argentina,2001,4291240.0,Yes,7,104,1.3,24456136.0,5.974,89.329,74.154,7743.15,,0.1755,554.1982
Argentina,2002,1235971.0,Yes,7,104,1.3,24719077.0,5.974,89.51,74.312,2907.85,,0.05,425.0463
Argentina,2003,2422105.0,Yes,7,104,1.3,24975783.0,5.974,89.686,74.307,3655.09,,0.097,662.6663
Argentina,2004,2520391.0,Yes,7,104,1.3,25230345.0,5.974,89.86,74.871,4275.25,,0.0999,589.5307
Argentina,2005,3173803.0,Yes,7,104,1.3,25490913.0,5.974,90.031,75.231,5115.72,,0.1245,620.402
Argentina,2006,3539772.0,Yes,7,104,1.3,25754375.0,5.974,90.2,75.279,5915.67,,0.1374,598.3721
Argentina,2007,2640055.0,Yes,7,104,1.3,26010896.0,5.974,90.366,74.783,7240.84,,0.1015,364.6062
Argentina,2008,3749980.0,Yes,7,104,1.3,26275696.0,5.974,90.53,75.428,9045.2,,0.1427,414.5823
Argentina,2009,2456501.0,Yes,7,104,1.3,26555640.0,5.974,90.691,75.577,8233.04,,0.0925,298.3711
Argentina,2010,3065570.0,Yes,7,104,1.3,26837651.0,5.974,90.849,75.68,10329.4,,0.1142,296.781
Argentina,2011,3821882.0,Yes,7,104,1.3,27124929.0,5.974,90.99,76.1,12704.28,,0.1409,300.8342
Argentina,2012,4195222.0,Yes,7,104,1.3,27405119.0,5.974,91.121,75.802,13790.49,,0.1531,304.2112
Argentina,2013,5112809.0,Yes,7,104,1.3,27678596.0,5.974,91.249,75.829,14403.02,,0.1847,354.9817
Argentina,2014,4538709.0,Yes,7,104,1.3,27965647.0,5.974,91.377,76.268,13179.83,,0.1623,344.3678
Argentina,2015,3048249.0,Yes,7,104,1.3,28260058.0,5.974,91.503,76.6,14833.2,,0.1079,205.5018
Argentina,2016,4183065.0,Yes,7,104,1.3,28535203.0,5.974,91.627,76.105,12699.96,,0.1466,329.3762
Armenia,1997,144574.0,Yes,1,10,0.8,1882848.0,6.549,65.504,69.3938292682927,538.31,13.960764121791,0.0768,268.5702
Armenia,1999,421352.0,Yes,1,10,0.8,1837026.0,6.549,64.947,70.1989512195122,621.37,0.648245760470385,0.2294,678.1016
Armenia,2000,789985.0,Yes,1,10,0.8,1812864.0,6.549,64.666,72.8804878048781,652.2,-0.790883768934757,0.4358,1211.2619
Armenia,2001,820607.0,Yes,1,10,0.8,1788922.0,6.549,64.385,72.9756097560976,732.44,3.1459046468502,0.4587,1120.3744
Armenia,2002,1530466.0,Yes,1,10,0.8,1772265.0,6.549,64.236,72.8268292682927,829.34,1.06004929341667,0.8636,1845.4024
Armenia,2003,1581754.0,Yes,1,10,0.8,1762601.0,6.549,64.137,72.8268292682927,985.05,4.7215533660534,0.8974,1605.7601
Armenia,2004,1026823.0,Yes,1,10,0.8,1753074.0,6.549,64.038,73.0268292682927,1261.91,6.96126135875795,0.5857,813.7054
Armenia,2005,1991899.0,Yes,1,10,0.8,1743684.0,6.549,63.938,73.0756097560976,1738.31,0.638928002410097,1.1424,1145.8825
Armenia,2006,2173135.0,Yes,1,10,0.8,1734419.0,6.549,63.839,72.8243902439025,2276.81,2.89235662459004,1.2529,954.4648
Armenia,2007,2441690.0,Yes,1,10,0.8,1725395.0,6.549,63.739,72.8731707317073,3300.3,4.40736089644516,1.4151,739.8388
Armenia,2008,2874017.0,Yes,1,10,0.8,1716794.0,6.549,63.64,73.0731707317073,4201.59,8.94995335353387,1.6741,684.0308
Armenia,2009,2237405.0,Yes,1,10,0.8,1708400.0,6.549,63.54,73.0731707317073,3130.98,3.40676682683801,1.3096,714.6021
Armenia,2010,2116713.0,Yes,1,10,0.8,1700025.0,6.549,63.44,73.1731707317073,3369.2,8.17636138473952,1.2451,628.2539
Armenia,2011,2367049.0,Yes,1,10,0.8,1695497.0,6.549,63.34,73.8170731707317,3699.89,7.65000807859294,1.3961,639.762
Armenia,2012,2263361.0,Yes,1,10,0.8,1695066.0,6.549,63.24,74.119512195122,3633.61,2.55802007757907,1.3353,622.896
Armenia,2013,2336939.0,Yes,1,10,0.8,1695060.0,6.549,63.164,74.6219512195122,3805.44,5.78966778544651,1.3787,614.1048
Armenia,2014,2040705.0,Yes,1,10,0.8,1695005.0,6.549,63.112,74.8731707317073,3972.57,2.98130868933672,1.204,513.6989
Armenia,2015,2052542.0,Yes,1,10,0.8,1694283.0,6.549,63.085,74.8707317073171,3612.7,3.73169119261693,1.2115,568.1463
Armenia,2016,2458484.0,Yes,1,10,0.8,1692900.0,6.549,63.082,74.8682926829268,3613.18,-1.403607559009,1.4522,680.4211
Aruba,2009,206473.0,No,,,,76249.0,10.431,43.421,73.974,25789.25,-2.13542872046937,2.7079,8.0062
Aruba,2010,185741.0,No,,,,77088.0,10.431,43.059,74.297,24508.16,2.07814071860787,2.4095,7.5787
Aruba,2011,260258.0,No,,,,77755.0,10.431,42.94,74.578,26122.34,4.31629742195203,3.3472,9.963
Aruba,2012,231531.0,No,,,,78358.0,10.431,42.957,74.841,25698.87,0.627471992893373,2.9548,9.0094
Aruba,2013,252005.0,No,,,,78970.0,10.431,42.99,75.072,26598.24,-2.37206524252261,3.1911,9.4745
Aruba,2014,321868.0,No,,,,79597.0,10.431,43.041,75.261,26997.98,0.421440918881214,4.0437,11.9219
Aruba,2015,375850.0,No,,,,80222.0,10.431,43.108,75.405,28439.02,0.474763597342641,4.6851,13.216
Aruba,2016,289153.0,No,,,,80832.0,10.431,43.192,75.54,28421.95,-0.931195987079561,3.5772,10.1736
Australia,1996,3209300.0,No,,,,15010352.0,12.363,84.767,78.0780487804878,23797.56,2.61538461538461,0.2138,134.8584
Australia,1997,6383285.0,No,,,,15174028.0,12.363,84.636,78.4804878048781,23632.8,0.224887556221887,0.4207,270.1028
Australia,1998,8609516.0,No,,,,15335408.0,12.363,84.503,78.6317073170732,20887.09,0.860134629768142,0.5614,412.1932
Australia,1999,9258525.0,No,,,,15506184.0,12.363,84.37,78.9317073170732,22609.51,1.48312940304041,0.5971,409.4969
Australia,2000,8891237.0,No,,,,15688626.0,12.363,84.235,79.2341463414634,21436.3,4.45743514797224,0.5667,414.7748
Australia,2001,11067809.0,No,,,,15879655.0,12.363,84.1,79.6341463414634,20203.17,4.40713536201469,0.697,547.8254
Australia,2002,8842846.0,No,,,,16068191.0,12.363,84.222,79.9365853658537,22267.44,2.98157453936348,0.5503,397.12
Australia,2003,9414285.0,No,,,,16251952.0,12.363,84.343,80.2390243902439,28275.26,2.73259596616786,0.5793,332.9513
Australia,2004,10404817.0,No,,,,16438275.0,12.363,84.463,80.490243902439,33950.56,2.34325522482583,0.633,306.4697
Australia,2005,9536955.0,No,,,,16641482.0,12.363,84.582,80.8414634146341,37613.6,2.69183168316832,0.5731,253.5507
Australia,2006,12986223.0,No,,,,16884258.0,12.363,84.7,81.0414634146342,39827.18,3.55528773727026,0.7691,326.0643
Australia,2007,15690642.0,No,,,,17182730.0,12.363,84.822,81.2926829268293,47105.64,2.32761128891476,0.9132,333.0948
Australia,2008,20505117.0,No,,,,17523883.0,12.363,84.943,81.3951219512195,49511.86,4.35029854990048,1.1701,414.1456
Australia,2009,19269783.0,No,,,,17862069.0,12.363,85.063,81.5439024390244,46699.79,1.77111716621254,1.0788,412.631
Australia,2010,16310679.0,No,,,,18156096.0,12.363,85.182,81.6951219512195,58769.06,2.91834002677376,0.8984,277.5385
Australia,2011,18967881.0,No,,,,18433416.0,12.363,85.3,81.8951219512195,68862.31,3.3038501560874,1.029,275.4465
Australia,2012,17245466.0,No,,,,18739168.0,12.363,85.402,82.0463414634146,69650.83,1.76278015613196,0.9203,247.5989
Australia,2013,18187536.0,No,,,,19053741.0,12.363,85.502,82.1487804878049,66447.48,2.4498886414254,0.9545,273.713
Australia,2014,19740340.0,No,,,,19348392.0,12.363,85.602,82.3,62047.65,2.48792270531404,1.0203,318.1481
Australia,2015,28172280.0,No,,,,19637362.0,12.363,85.701,82.4,52009.8,1.50836672165921,1.4346,541.6725
Australia,2016,28178969.0,No,,,,19950570.0,12.363,85.8,82.4487804878049,53703.28,1.27699094497324,1.4124,524.716
Austria,1996,14182473.0,Yes,5,109,5.51,7244432.0,10.448,61.32,76.8707317073171,29640.61,1.86097115760433,1.9577,478.4811
Austria,1997,10784437.0,Yes,5,109,5.51,7252521.0,10.448,61.045,77.319512195122,26565.37,1.30597857227693,1.487,405.9585
Austria,1998,19904121.0,Yes,5,109,5.51,7260404.0,10.448,60.768,77.6707317073171,27206.09,0.922467196680799,2.7415,731.6054
Austria,1999,23357107.0,Yes,5,109,5.51,7274442.0,10.448,60.491,77.8756097560976,27073.39,0.568993765885568,3.2108,862.733
Austria,2000,22052682.0,Yes,5,109,5.51,7291764.0,10.448,60.213,78.1268292682927,24483.14,2.34486285357282,3.0243,900.7293
Austria,2001,24222489.0,Yes,5,109,5.51,7318432.0,10.448,59.934,78.5756097560976,24430.68,2.65000077279528,3.3098,991.4783
Austria,2002,24989530.0,Yes,5,109,5.51,7354289.0,10.448,59.655,78.6780487804878,26335.91,1.81035787764127,3.398,948.8766
Austria,2003,23673087.0,Yes,5,109,5.51,7391568.0,10.448,59.375,78.6317073170732,32105.46,1.35555370896452,3.2027,737.3539
Austria,2004,24667069.0,Yes,5,109,5.51,7437877.0,10.448,59.094,79.1804878048781,36607.42,2.06120618032862,3.3164,673.827
Austria,2005,28937694.0,Yes,5,109,5.51,7488576.0,10.448,58.813,79.3317073170732,38150.99,2.29913785639285,3.8642,758.5044
Austria,2006,27812170.0,Yes,5,109,5.51,7525607.0,10.448,58.532,79.8804878048781,40376.07,1.4415485111902,3.6957,688.8281
Austria,2007,28183608.0,Yes,5,109,5.51,7550226.0,10.448,58.249,80.1804878048781,46614.73,2.16855528800749,3.7328,604.6073
Austria,2008,30166959.0,Yes,5,109,5.51,7574160.0,10.448,57.966,80.4317073170732,51570.51,3.21595033239886,3.9829,584.9653
Austria,2009,29911974.0,Yes,5,109,5.51,7594010.0,10.448,57.683,80.3317073170732,47847.45,0.506308827696515,3.9389,625.1529
Austria,2010,30341636.0,Yes,5,109,5.51,7612234.0,10.448,57.399,80.5804878048781,46601.74,1.81353438995062,3.9859,651.0838
Austria,2011,29779567.0,Yes,5,109,5.51,7637876.0,10.448,57.115,80.9829268292683,51106.99,3.2865791487538,3.8989,582.6907
Austria,2012,33510025.0,Yes,5,109,5.51,7672757.0,10.448,57.147,80.9365853658537,48241.19,2.48567562177015,4.3674,694.6351
Austria,2013,34087736.0,Yes,5,109,5.51,7718079.0,10.448,57.336,81.1365853658537,50295.96,2.00015616900597,4.4166,677.743
Austria,2014,33138751.0,Yes,5,109,5.51,7778513.0,10.448,57.526,81.490243902439,51306.2,1.60581182954474,4.2603,645.9015
Austria,2015,28633526.0,Yes,5,109,5.51,7866075.0,10.448,57.715,81.190243902439,43908.42,0.89656333526032,3.6401,652.1193
Azerbaijan,1996,4894587.0,Yes,3,26,1.89,3523942.0,7.12,51.896,62.66,405.64,19.7948028061898,1.389,12066.3322
Azerbaijan,1997,737901.0,Yes,3,26,1.89,3571299.0,7.12,51.588,62.953,499.27,3.6743480968473,0.2066,1477.9598
Azerbaijan,1998,1469706.0,Yes,3,26,1.89,3611612.0,7.12,51.278,63.75,554.01,-0.772697886033167,0.4069,2652.851
Azerbaijan,1999,624124.0,Yes,3,26,1.89,3645212.0,7.12,51.185,64.733,565.55,-8.52517000536064,0.1712,1103.57
Azerbaijan,2000,226111.0,Yes,3,26,1.89,3678653.0,7.12,51.386,65.377,644.99,1.80500303704356,0.0615,350.5651
Azerbaijan,2001,315247.0,Yes,3,26,1.89,3713297.0,7.12,51.587,66.043,691.68,1.5471959015228,0.0849,455.77
Azerbaijan,2002,734731.0,Yes,3,26,1.89,3746760.0,7.12,51.787,66.769,748.97,2.7711647199827,0.1961,980.9886
Azerbaijan,2003,1545233.0,Yes,3,26,1.89,3780239.0,7.12,51.988,67.036,866.18,2.2338649296705,0.4088,1783.9629
Azerbaijan,2004,530885.0,Yes,3,26,1.89,3820443.0,7.12,52.189,67.488,1022.44,6.70893042797784,0.139,519.2334
Azerbaijan,2005,375191.0,Yes,3,26,1.89,3868762.0,7.12,52.389,67.71,1540.66,9.67950731917057,0.097,243.5262
Azerbaijan,2006,1743828.0,Yes,3,26,1.89,3920121.0,7.12,52.589,68.489,2408.57,8.3289248286321,0.4448,724.0097
Azerbaijan,2007,1838654.0,Yes,3,26,1.89,3972740.0,7.12,52.79,68.659,3743.57,16.6997549618244,0.4628,491.1499
Azerbaijan,2008,2232877.0,Yes,3,26,1.89,4024187.0,7.12,52.99,69.355,5462.74,20.8490871772712,0.5549,408.7467
Azerbaijan,2009,3207505.0,Yes,3,26,1.89,4070851.0,7.12,53.19,69.874,4896.17,1.45704835970321,0.7879,655.1049
Azerbaijan,2010,2620830.0,Yes,3,26,1.89,4116083.0,7.12,53.406,70.309,5784.07,5.72687224669605,0.6367,453.1117
Azerbaijan,2011,3122665.0,Yes,3,26,1.89,4165268.0,7.12,53.637,70.565,7125.29,7.8583333333334,0.7497,438.2509
Azerbaijan,2012,855472.0,Yes,3,26,1.89,4219281.0,7.12,53.883,71.08,7431.59,1.06621339720303,0.2028,115.1129
Azerbaijan,2013,1164788.0,Yes,3,26,1.89,4276984.0,7.12,54.145,71.485,7802.75,2.41571745279419,0.2723,149.2792
Azerbaijan,2014,1307534.0,Yes,3,26,1.89,4334012.0,7.12,54.422,71.93,7812.13,1.37344181533176,0.3017,167.3723
Azerbaijan,2015,234126.0,Yes,3,26,1.89,4388783.0,7.12,54.714,72.349,5442.13,4.02768573742726,0.0533,43.021
Bahamas,1997,155773.0,No,,,,217633.0,13.525,81.396,71.597,20367.73,,0.7158,7.648
Bahamas,1998,264245.0,No,,,,220758.0,13.525,81.611,71.84,21667.39,,1.197,12.1955
Bahamas,1999,235718.0,No,,,,223730.0,13.525,81.824,72.147,24041.19,,1.0536,9.8048
Bahamas,2000,276117.0,No,,,,226685.0,13.525,82.007,72.481,24940.17,,1.2181,11.0712
Bahamas,2001,320881.0,No,,,,229485.0,13.525,82.049,72.765,25371.83,,1.3983,12.6471
Bahamas,2002,304768.0,No,,,,232130.0,13.525,82.092,73.023,26781.74,,1.3129,11.3797
Bahamas,2003,369096.0,No,,,,234933.0,13.525,82.134,73.213,26429.19,,1.5711,13.9655
Bahamas,2004,301113.0,No,,,,237847.0,13.525,82.176,73.235,26650.32,,1.266,11.2987
Bahamas,2005,331189.0,No,,,,240726.0,13.525,82.218,73.413,28602.42,,1.3758,11.5791
Bahamas,2006,411220.0,No,,,,243863.0,13.525,82.26,73.456,29184.93,,1.6863,14.0901
Bahamas,2007,424738.0,No,,,,247334.0,13.525,82.302,73.463,30051.69,,1.7173,14.1336
Bahamas,2008,391990.0,No,,,,250684.0,13.525,82.343,73.445,29392.34,,1.5637,13.3365
Bahamas,2009,402209.0,No,,,,253967.0,13.525,82.385,73.455,27513.02,,1.5837,14.6189
Bahamas,2010,380569.0,No,,,,257235.0,13.525,82.427,73.449,27473.25,,1.4795,13.8523
Bahamas,2011,403376.0,No,,,,260210.0,13.525,82.476,73.571,27090.7,,1.5502,14.8898
Bahamas,2012,417601.0,No,,,,262828.0,13.525,82.532,73.707,28552.24,,1.5889,14.6259
Bahamas,2013,393956.0,No,,,,265267.0,13.525,82.596,73.93,27433.01,,1.4851,14.3607
Bahamas,2014,315261.0,No,,,,267609.0,13.525,82.668,74.029,28705.74,,1.1781,10.9825
Bahamas,2015,354348.0,No,,,,269742.0,13.525,82.746,73.805,30289.29,,1.3137,11.6988
Bahrain,2000,518651.0,No,,,,462011.0,9.396,88.372,74.673,13535.2,-0.70485295309079,1.1226,38.3187
Bahrain,2001,561064.0,No,,,,482970.0,9.396,88.369,74.942,12823.97,-1.20757180156659,1.1617,43.7512
Bahrain,2002,693532.0,No,,,,519016.0,9.396,88.373,75.209,12753.98,-0.495540138751154,1.3362,54.3777
Bahrain,2003,813177.0,No,,,,559780.0,9.396,88.383,75.486,13651.12,1.59362549800787,1.4527,59.5685
Bahrain,2004,1451507.0,No,,,,601295.0,9.396,88.399,75.787,15090.12,2.35294117647062,2.414,96.1892
Bahrain,2005,1447729.0,No,,,,643497.0,9.396,88.422,76.125,17122.73,2.58620689655173,2.2498,84.5501
Bahrain,2006,1230476.0,No,,,,686286.0,9.396,88.452,76.51,18604.89,2.00746965452849,1.7929,66.1372
Bahrain,2007,1126845.0,No,,,,729609.0,9.396,88.488,76.952,20550.32,3.25666666666703,1.5445,54.8335
Bahrain,2008,1766046.0,No,,,,773293.0,9.396,88.53,77.457,22941.52,3.52600316363721,2.2838,76.9803
Bahrain,2009,1056315.0,No,,,,816687.0,9.396,88.579,78.016,19379.95,2.79551283550412,1.2934,54.5056
Bahrain,2010,2045641.0,No,,,,837138.0,9.396,88.634,78.593,21193.82,1.96188468334623,2.4436,96.5206
Bahrain,2011,2047329.0,No,,,,832642.0,9.396,88.695,79.141,23846.8,-0.40004069748808,2.4588,85.8534
Bahrain,2012,2824166.0,No,,,,839249.0,9.396,88.762,79.622,25280.87,2.75739669962979,3.3651,111.7116
Bahrain,2013,1865447.0,No,,,,867470.0,9.396,88.835,79.998,25882.56,3.30001156888442,2.1504,72.0735
Bahrain,2014,1783802.0,No,,,,905865.0,9.396,88.915,80.214,25431.55,2.64755321246189,1.9692,70.1413
Bahrain,2015,2059953.0,No,,,,945059.0,9.396,88.999,80.338,22670.41,1.84862742374977,2.1797,90.8653
Bahrain,2016,30940144.0,No,,,,986427.0,9.396,89.09,80.407,22548.28,2.78679347602044,31.3659,1372.1731
Bangladesh,2001,81328.0,No,,,,30097278.0,4.858,24.096,62.836,332.1,2.0071737421384,0.0027,244.8901
